,ACTIVITY DESC,lon,lat
18752,MULTIFAMILY HOUSING CONSTRUCTION,-122.20355,37.4214
18753,"HAIR, NAIL & SKIN CARE SERVICES",-117.24066,32.948536
18754,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.21442,32.864143
18755,BEAUTY SHOPS - BOOTH RENTAL,-117.120834,32.763344
18756,OFFICES OF DENTISTS,-117.11439,32.919727
18757,PET CARE (EXCEPT VETERINARY) SERVICES,-117.20712,32.94183
18758,SPECIALIZED DESIGN SERVICES,-117.15838,32.898502
18759,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.16046,32.90074
18760,BEAUTY SHOPS - BOOTH RENTAL,-117.080246,32.979355
18761,PROMOTERS OF ENTERTAINMENT EVENTS,-117.14375,32.7509
18762,LANDSCAPING SERVICES,-117.14817,32.74224
18763,OFFICES OF OTHER HEALTH PRACTITIONERS,-117.076744,33.019974
18764,EDUCATIONAL SUPPORT SERVICES,-117.123764,32.96251
18765,CONSULTING SERVICES,-117.25461,32.78947
18766,OTHER PERSONAL SERVICES,-117.21661,32.756683
18767,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.2054,32.7939
18768,CONSULTING SERVICES,-117.06202,32.925034
18769,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.15342,32.744766
18770,OTHER ACCOUNTING SERVICES,-117.047775,32.76733
18771,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.25412,32.788464
18772,HOLISTIC HEALTH PRACTITIONER - INDIVIDUAL,-117.08089,33.02052
18773,MASSAGE TECHNICIAN,-117.164955,32.781345
18774,PHOTOGRAPHIC SERVICES,-117.24142,32.812504
18775,HUMAN RES & EXEC SEARCH CONSULTING SERVICES,-117.11817,32.737488
18776,LEGAL SERVICES,-117.16476,32.720375
18777,OFFICES OF LAWYERS,-117.21847,32.73328
18778,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.076004,32.96751
18779,HOLISTIC HEALTH PRACTITIONER - INDIVIDUAL,-117.14626,32.757824
18780,VETERINARY SERVICES,-117.18987,32.779198
18781,ALL OTHER SCHOOLS & INSTRUCTION,-117.139465,32.941704
18782,PROMOTERS OF ENTERTAINMENT EVENTS,-117.06755,32.812695
18783,JANITORIAL SERVICES,-117.09266,32.73557
18784,CHILD DAY CARE SERVICES,-117.243484,32.723015
18785,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.09691,32.824745
18786,ALL OTHER PERSONAL SERVICES,-117.07575,33.020355
18787,BEAUTY SHOPS - BOOTH RENTAL,-117.12879,32.748463
18788,PHOTOGRAPHIC SERVICES,-117.1156,32.747368
18789,ALL OTHER SCHOOLS & INSTRUCTION,-117.14636,32.75372
18790,ADVERTISING & RELATED SERVICES,-117.13514,32.758793
18791,NONSTORE RETAILERS,-117.041115,32.970493
18792,BEAUTY SHOPS - BOOTH RENTAL,-117.17139,32.75111
18793,JANITORIAL SERVICES,-117.20085,32.770798
18794,PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY,-117.00475,32.569313
18795,BEAUTY SHOPS - BOOTH RENTAL,-117.16698,32.7251
18796,REAL ESTATE PROPERTY MANAGERS,-117.0544,33.0456
18797,OTHER PERSONAL SERVICES,-117.242935,32.740917
18798,OTHER HOME FURNISHINGS STORES,-117.097595,32.760517
18799,MARKETING CONSULTING SERVICES,-117.1538,32.71653
18800,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.20022,32.893772
18801,FOOD SERVICES & DRINKING PLACES,-117.1573,32.82174
18802,POOL CLEANING & MAINTENANCE,-117.05639,32.8105
18803,CONSULTING SERVICES,-117.08308,33.020775
18804,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,-117.073265,32.97682
18805,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.192924,32.894592
18806,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.116844,32.75448
18807,RETAIL SALES VIA INTERNET/WEBSITES,-117.10154,32.95299
18808,NAIL SALONS - BOOTH RENTAL,-117.156525,32.7166
18809,FULL-SERVICE RESTAURANTS,-117.09773,32.78683
18810,BEAUTY SALONS,-117.230064,32.74078
18811,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.13534,32.799267
18812,OTHER DIRECT SELLING ESTABLISHMENTS,-117.14262,32.80966
18813,ALL OTHER PERSONAL SERVICES,-117.09092,33.116898
18814,"HAIR, NAIL & SKIN CARE SERVICES",-117.07631,32.807587
18815,ALL OTHER SUPPORT SERVICES,-117.069954,32.931606
18816,SERVICES TO BUILDINGS & DWELLINGS,-117.15991,32.809696
18817,OTHER COMPUTER RELATED SERVICES,-117.1882,32.89623
18818,OFFICES OF LAWYERS,-117.11991,32.829327
18819,LESSORS OF REAL ESTATE,-117.05527,32.573235
18820,RECREATIONAL GOODS RENTAL,-117.22694,32.72022
18821,PLASTICS MATERIAL & RESINS MFG,-116.94329,32.560272
18822,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.2368,33.595367
18823,DEEP SEA PASSENGER TRANSPORTATION,-117.10018,33.016827
18824,"PLUMBING, HEATING & AC CONTRACTOR",-117.18612,32.82056
18825,SERVICES FOR ELDERLY & DISABLED PERSONS,-117.18982,32.840824
18826,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.131134,32.72966
18827,USED CAR DEALERS,-117.19349,32.79535
18828,RADIO BROADCASTING,-117.12167,32.695976
18829,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.08907,32.69358
18830,SINGLE-FAMILY HOUSING CONSTRUCTION,-117.17106,32.71799
18831,MARKETING CONSULTING SERVICES,-116.931,32.8077
18832,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.187325,32.91708
18833,AUTOMOTIVE R&M,-117.14677,32.88747
18834,PUBLIC RELATIONS AGENCIES,-117.15914,32.7199
18835,OTHER MISCELLANEOUS STORE RETAILERS,-117.15029,32.89256
18836,MANAGEMENT CONSULTING SERVICES,-117.234566,32.801178
18837,"SECURITY SYSTEMS SERVICES, (EXCEPT LOCKSMITHS",-117.16187,32.81527
18838,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.24138,32.801456
18839,"WHOLESALE TRADE, NONDURABLE GOODS",-117.21866,32.869614
18840,OTHER CONSTRUCTION MATERIAL WHSLE,-117.144035,32.89133
18841,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.11138,32.913837
18842,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.23325,32.817524
18843,ELEC EQUIP/WIRING SUPP/CONST MATERIAL WHSLE,-117.20623,32.94653
18844,CONSULTING SERVICES,-117.25232,32.798958
18845,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-122.401054,37.792675
18846,ALL OTHER SUPPORT SERVICES,-117.11831,32.76527
18847,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.17181,32.87767
18848,RETAIL TRADE,-117.15158,32.813828
18849,NEW CAR DEALERS,-117.14268,32.830173
18850,OTHER AUTOMOTIVE R&M,-117.15375,32.82657
18851,AUTOMOBILE DEALERS,-117.148865,32.82438
18852,LIMITED-SERVICE EATING PLACES,-117.14831,32.82908
18853,AUTOMOBILE DEALERS,-117.15328,32.828938
18854,NEW CAR DEALERS,-117.15497,32.82552
18855,USED CAR DEALERS,-117.08803,32.96615
18856,CONVENIENCE STORES,-117.15782,32.801315
18857,WAREHOUSING & STORAGE,-117.14313,32.83336
18858,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.15499,32.81343
18859,NEW CAR DEALERS,-117.14499,32.825756
18860,CIVIC & SOCIAL ORGANIZATIONS,-117.15559,32.817123
18861,DRINKING PLACES (ALCOHOLIC BEVERAGES),-117.16074,32.713627
18862,EDUCATIONAL SERVICES,-117.23916,32.787823
18863,ARCHITECTURAL SERVICES,-117.255936,32.807484
18864,FOOD SERVICES & DRINKING PLACES,-117.16325,32.87902
18865,PROFESSIONAL & COMMERCIAL EQUIP & SUPP WHSLE,-117.209305,32.75564
18866,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.08849,32.94455
18867,CONSULTING SERVICES,-117.24535,32.806606
18868,"HAIR, NAIL & SKIN CARE SERVICES",-117.23006,32.72202
18869,CONCRETE CONTRACTORS,-117.28407,33.060932
18870,JANITORIAL SERVICES,-117.15601,32.77087
18871,CONSULTING SERVICES,-118.3285,33.82402
18872,JANITORIAL SERVICES,-117.05867,32.701332
18873,EDUCATIONAL SUPPORT SERVICES,-117.23485,32.81182
18874,NONSTORE RETAILERS,-117.15986,32.81422
18875,SWAP MEET VENDOR,-117.214676,32.754192
18876,PET CARE (EXCEPT VETERINARY) SERVICES,-117.11244,32.960842
18877,OTHER PERSONAL SERVICES,-117.065346,32.744324
18878,NURSING & RESIDENTIAL CARE FACILITIES,-117.20275,32.84405
18879,FURNITURE WHSLE,-116.92965,32.554295
18880,JANITORIAL SERVICES,-117.12173,32.744358
18881,"BEER, WINE & LIQUOR STORES",-117.18305,32.80639
18882,"ROOFING, SIDING, & SHEET METAL CONTRACTORS",-117.15719,32.915
18883,GROCERY STORES,-117.04356,32.801796
18884,ALL OTHER BUSINESS SUPPORT SERVICES,-117.16712,33.002884
18885,OFFICES OF OTHER HEALTH PRACTITIONERS,-117.15258,32.800247
18886,OFFICES OF DENTISTS,-117.07562,33.01805
18887,OFFICES OF LAWYERS,-117.25068,32.753265
18888,CONSULTING SERVICES,-117.18859,32.915188
18889,OFFICES OF OPTOMETRISTS,-117.10081,32.93732
18890,CONSUMER ELECTRONICS R&M,-117.08197,32.577477
18891,OTHER MISCELLANEOUS STORE RETAILERS,-117.16782,32.882053
18892,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.19048,32.89676
18893,CONSTRUCTION,-117.044876,32.934994
18894,"WHOLESALE TRADE, NONDURABLE GOODS",-117.065445,32.742558
18895,RESIDENTIAL BUILDING CONSTRUCTION,-117.19199,32.84082
18896,SPECTATOR SPORTS,-117.16804,32.73459
18897,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.23905,32.950806
18898,RESIDENTIAL BUILDING CONSTRUCTION,-117.20601,32.795326
18899,EDUCATIONAL SUPPORT SERVICES,-117.06,32.788513
18900,LEGAL SERVICES,-117.24444,32.812214
18901,INVESTMENT BANKING & SECURITIES DEALING,-117.259125,32.94976
18902,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.20278,32.8693
18903,PET CARE (EXCEPT VETERINARY) SERVICES,-117.019844,32.978523
18904,BEAUTY SHOPS - BOOTH RENTAL,-117.11149,32.90458
18905,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.25658,32.806385
18906,BEAUTY SALONS,-117.207344,32.78071
18907,LANDSCAPING SERVICES,-117.1277,32.933468
18908,ALL OTHER PERSONAL SERVICES,-117.10238,32.762062
18909,INDIVIDUAL & FAMILY SERVICES,-117.17428,32.758938
18910,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.07588,33.020336
18911,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.24966,32.77259
18912,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.06739,32.933308
18913,ALL OTHER SPECIAL TRADE CONTRACTORS,-116.938286,32.865562
18914,CONSULTING SERVICES,-117.23158,32.73864
18915,ALL OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.2391,32.950523
18916,SPECIALIZED DESIGN SERVICES,-117.228966,32.863037
18917,CONSULTING SERVICES,-117.14377,32.759632
18918,ELECTRONICS & APPLIANCE STORES,-117.101776,32.75319
18919,"WHOLESALE TRADE, DURABLE GOODS",-117.16249,32.834667
18920,"WHOLESALE TRADE, NONDURABLE GOODS",-117.20091,32.76686
18921,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.137474,32.777245
18922,DOCUMENT PREPARATION SERVICES,-117.199684,32.848553
18923,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.110435,32.783634
18924,BEAUTY SHOPS - BOOTH RENTAL,-117.21596,32.752632
18925,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.16204,32.753796
18926,CONSULTING SERVICES,-117.22558,32.743366
18927,BEAUTY SALONS,-117.13226,32.748447
18928,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.08308,33.020775
18929,ADMINISTRATIVE & SUPPORT SERVICES,-117.07127,32.805977
18930,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.10498,32.767773
18931,"HAIR, NAIL & SKIN CARE SERVICES",-117.20984,32.875946
18932,EDUCATIONAL SERVICES,-117.11039,32.78521
18933,"HAIR, NAIL & SKIN CARE SERVICES",-117.13016,32.75413
18934,RESIDENTIAL BUILDING CONSTRUCTION,-116.99902,32.77114
18935,OTH TRANSIT & GROUND PASSENGER TRANSPORTATION,-116.96038,32.730648
18936,REAL ESTATE PROPERTY MANAGERS,-117.044235,32.722847
18937,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.195564,32.788685
18938,OTHER RESIDENTIAL CARE FACILITIES,-117.137344,32.92923
18939,JEWELRY & SILVERWARE MFG,-117.146645,32.733086
18940,OTHER HEALTH & PERSONAL CARE STORES,-117.13107,32.721317
18941,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.21951,32.756317
18942,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.206116,32.8282
18943,OFFICES OF DENTISTS,-117.104065,32.755146
18944,OTHER MANAGEMENT CONSULTING SERVICES,-117.22405,32.944775
18945,MACHINE SHOPS,-117.0999,32.77991
18946,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.170906,32.725388
18947,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.17428,32.758938
18948,OTHER BUSINESS SERVICES,-117.170296,32.75184
18949,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.01354,32.796227
18950,"GIFT, NOVELTY & SOUVENIR STORES",-117.06637,32.57891
18951,SERVICES TO BUILDINGS & DWELLINGS,-117.048355,32.950123
18952,LANDSCAPING SERVICES,-117.23681,33.192684
18953,"SEWING, NEEDLEWORK & PIECE GOODS STORES",-117.21234,32.826572
18954,PAINTING & WALL COVERING CONTRACTORS,-117.21849,32.73784
18955,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.17722,32.83353
18956,GENERAL MERCHANDISE STORES,-117.20864,32.873875
18957,LAND SUBDIVISION & LAND DEVELOPMENT,-116.91307,32.856163
18958,OFFICES OF LAWYERS,-117.16739,32.71812
18959,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,-117.1939,32.749733
18960,ELECTRICAL CONTRACTORS,-117.026115,32.786747
18961,JANITORIAL SERVICES,-117.01848,32.72748
18962,ELECTRONICS & APPLIANCE STORES,-117.026115,32.786747
18963,"ROOFING, SIDING, & SHEET METAL CONTRACTORS",-117.129974,32.71331
18964,OTHER DIRECT SELLING ESTABLISHMENTS,-117.0338,32.607044
18965,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.11984,32.806618
18966,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.06784,32.987423
18967,STATIONERY & OFFICE SUPPLIES WHSLE,-117.117775,32.7235
18968,ALL OTHER PERSONAL SERVICES,-117.075905,32.7254
18969,TAXI SERVICE,-117.22529,32.753723
18970,INFORMATION,-117.143135,32.788795
18971,CONSULTING SERVICES,-117.01047,32.79745
18972,TAXI & LIMOUSINE SERVICE,-117.08942,33.032043
18973,MASSAGE TECHNICIAN,-117.13884,32.761337
18974,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.045235,32.8029
18975,ENGINEERING SERVICES,-117.08894,32.760586
18976,SERVICES TO BUILDINGS & DWELLINGS,-117.18197,32.809345
18977,"WHOLESALE TRADE, DURABLE GOODS",-117.22613,32.744755
18978,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.24098,32.953236
18979,INFORMATION SERVICES,-117.14223,32.743603
18980,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.12266,32.91719
18981,ALL OTHER AMBULATORY HEALTH CARE SERVICES,-117.081505,33.02182
18982,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.20472,32.8048
18983,OFFICES OF PHYSICIANS,-117.08501,32.707375
18984,RESIDENTIAL BUILDING CONSTRUCTION,-117.078125,32.652527
18985,CONSULTING SERVICES,-117.305626,33.163624
18986,"PLUMBING, HEATING & AC CONTRACTOR",-117.10173,33.080044
18987,BARBER SHOPS - BOOTH RENTAL,-117.12256,32.89379
18988,GENERAL AUTOMOTIVE REPAIR,-117.08746,32.74947
18989,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.103264,32.76338
18990,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.10595,32.76323
18991,OFFICES OF DENTISTS,-117.10618,32.763245
18992,BEAUTY SALONS,-117.10735,32.76284
18993,OFFICES OF DENTISTS,-117.10765,32.76326
18994,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.103455,32.763218
18995,MOTION PICTURE & VIDEO INDUSTRIES,-117.107704,32.763252
18996,LANDSCAPING SERVICES,-117.10747,32.767624
18997,LANDSCAPE ARCHITECTURAL SERVICES,-117.0178,32.79175
18998,PERSONAL & HOUSEHOLD GOODS R&M,-118.38881,34.251022
18999,LEGAL SERVICES,-117.12931,32.976322
19000,TAXI SERVICE,-117.15259,32.7147
19001,OFFICES OF PHYSICIANS,-117.154816,32.74845
19002,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.04676,32.67056
19003,INTERIOR DESIGN SERVICES,-117.0858,33.008175
19004,EXEMPT/RELIGIOUS/GRANTMAKING/PROF/LIKE ORGANIZATIONS,-117.20293,32.74768
19005,AUTOMOTIVE R&M,-117.23017,32.823635
19006,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.19564,33.14096
19007,MARTIAL ARTS STUDIO ,-117.24117,32.79766
19008,OFFICES OF OTHER HOLDING COMPANIES,-117.116585,32.938816
19009,ARCHITECTURAL SERVICES,-117.119965,32.72947
19010,"PLUMBING, HEATING & AC CONTRACTOR",-117.18107,32.685383
19011,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.1802,32.80482
19012,OFFICES OF OTHER HEALTH PRACTITIONERS,-117.25387,32.738274
19013,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.07474,32.787003
19014,OTHER INFORMATION SERVICES,-117.14387,32.71475
19015,OTHER BUSINESS SERVICES,-117.01183,32.81177
19016,CHILD & YOUTH SERVICES,-117.05791,32.78299
19017,MUSICAL GROUPS & ARTISTS,-117.18347,32.812782
19018,EDUCATIONAL SERVICES,-117.12172,32.922085
19019,EDUCATIONAL SUPPORT SERVICES,-117.29859,33.06564
19020,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.077576,33.013786
19021,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.160416,32.989162
19022,OFFICES OF LAWYERS,-117.23744,32.93001
19023,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.10701,32.740814
19024,FULL-SERVICE RESTAURANTS,-117.22745,32.720535
19025,FOOD (HEALTH) SUPPLEMENT STORES,-117.00882,32.731194
19026,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.177864,32.751743
19027,ALL OTHER SPECIALTY FOOD STORES,-117.09819,33.51601
19028,BUSINESS TAX EXEMPT - NON PROFIT,-117.21043,32.878548
19029,FULL-SERVICE RESTAURANTS,-117.169876,32.725224
19030,USED CAR DEALERS,-117.034966,32.72785
19031,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.213264,32.831562
19032,COTTAGE FOOD OPERATOR,-117.20184,32.84254
19033,SINGLE-FAMILY HOUSING CONSTRUCTION,-117.157455,32.781372
19034,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.20377,32.77324
19035,ALL OTHER AMBULATORY HEALTH CARE SERVICES,-117.07386,32.913937
19036,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.02317,32.959824
19037,SPECTATOR SPORTS,-117.22785,32.737793
19038,RETAIL SALES VIA INTERNET/WEBSITES,-117.23031,32.8266
19039,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.08552,32.970352
19040,POOL CLEANING & MAINTENANCE,-117.123924,32.746525
19041,ELECTRONIC & PRECISION EQUIPMENT R&M,-117.08586,33.007065
19042,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.13364,32.746426
19043,CONSTRUCTION,-117.13266,32.761387
19044,JEWELRY/WATCH/PRECIOUS STONE & METAL WHSLE,-117.04316,32.54543
19045,ENGINEERING SERVICES,-117.086464,32.774452
19046,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.17946,32.838993
19047,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.11944,32.764805
19048,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.1557,32.773266
19049,CIVIC & SOCIAL ORGANIZATIONS,-117.09992,32.779926
19050,VETERINARY SERVICES,-117.14971,32.753223
19051,BARBER SHOPS - BOOTH RENTAL,-117.130165,32.752617
19052,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.19021,32.82166
19053,ALL OTHER INSURANCE RELATED ACTIVITIES,-117.07797,33.013382
19054,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",-117.04206,32.804497
19055,TRUCK TRANSPORTATION,-117.19553,34.122524
19056,MANAGEMENT CONSULTING SERVICES,-117.29963,33.237373
19057,PHOTOGRAPHIC SERVICES,-117.080185,32.83268
19058,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.06432,32.946648
19059,SPORTS & RECREATION INSTRUCTION,-117.24201,32.93062
19060,PHOTOGRAPHIC SERVICES,-117.142235,32.743042
19061,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.18197,32.80949
19062,MOBILE FOOD SERVICES,-117.06274,32.694336
19063,ALL OTHER MISCELLANEOUS STORE RETAILERS,-117.05211,33.03771
19064,NONSTORE RETAILERS,-117.21833,32.743217
19065,LOCKSMITHS,-117.02331,32.57521
19066,ALL OTHER PERSONAL SERVICES,-117.10238,32.67884
19067,"WHOLESALE TRADE, DURABLE GOODS",-117.19977,32.79321
19068,LOCKSMITHS,-117.12428,32.951756
19069,ALL OTHER PERSONAL SERVICES,-117.258896,32.803116
19070,ADMINISTRATIVE & SUPPORT SERVICES,-117.25232,32.798958
19071,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.123985,32.7497
19072,ALL OTHER SCHOOLS & INSTRUCTION,-117.069954,32.72356
19073,PROFESSIONAL/MANAGEMENT DEVELOPMENT TRAINING,-117.095474,32.82242
19074,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.159706,32.72093
19075,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.11989,32.808468
19076,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.16102,32.73138
19077,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.05572,32.939537
19078,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.155594,32.715145
19079,REAL ESTATE CREDIT,-117.163445,32.908176
19080,DIRECT SELLING ESTABLISHMENTS,-117.084816,32.820786
19081,SPECIALIZED DESIGN SERVICES,-117.10048,32.57034
19082,"DRYWALL, ACOUSTICAL & INSULATION CONTRACTORS",-117.09023,33.103
19083,JANITORIAL SERVICES,-117.112,32.73977
19084,OTHER BUSINESS SERVICES,-117.08643,32.75013
19085,JEWELRY (EXC COSTUME) MFG,-117.11224,32.96083
19086,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH),-117.13704,33.020535
19087,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.1015,32.962124
19088,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.23031,32.8266
19089,LANDSCAPING SERVICES,-117.13436,32.913956
19090,JANITORIAL SERVICES,-117.14766,32.908615
19091,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.12822,32.91701
19092,OFFICES OF LAWYERS,-117.239365,32.950043
19093,ALL OTHER MISCELLANEOUS STORE RETAILERS,-117.19499,32.75284
19094,RESIDENTIAL BUILDING CONSTRUCTION,-117.14412,32.822567
19095,CONSULTING SERVICES,-117.13694,32.963135
19096,OTHER PERSONAL SERVICES,-117.102806,32.93215
19097,OFFICES OF OPTOMETRISTS,-117.06424,32.740368
19098,ALL OTHER PERSONAL SERVICES,-117.123955,32.92647
19099,TRANSLATION & INTERPRETATION SERVICES,-117.1184,32.902054
19100,TAXI SERVICE,-117.15058,32.704487
19101,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.80591,33.859486
19102,OFFICES OF DENTISTS,-117.1574,32.791245
19103,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.17396,32.787235
19104,FULL-SERVICE RESTAURANTS,-117.21401,32.86832
19105,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.167854,32.723003
19106,"HAIR, NAIL & SKIN CARE SERVICES",-117.23213,32.72164
19107,"HAIR, NAIL & SKIN CARE SERVICES",-117.080246,32.979355
19108,OTHER TECHNICAL & TRADE SCHOOLS,-117.01791,32.78466
19109,TAXI SERVICE,-117.08788,32.75988
19110,PROFESSIONAL & COMMERCIAL EQUIP & SUPP WHSLE,-117.089195,33.008358
19111,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.09515,32.95945
19112,SPORTS & RECREATION INSTRUCTION,-117.08835,32.825733
19113,BUSINESS TAX EXEMPT,-117.13273,32.71057
19114,OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.10337,33.017628
19115,FITNESS & RECREATIONAL SPORTS CENTERS,-117.211494,32.740963
19116,MANAGEMENT CONSULTING SERVICES,-117.13585,32.830074
19117,ALL OTHER GENERAL MERCHANDISE STORES,-117.197784,32.828815
19118,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,-117.200005,32.951244
19119,CIVIC & SOCIAL ORGANIZATIONS,-117.213486,32.736713
19120,BUSINESS TAX EXEMPT - NON PROFIT,-117.24201,32.93062
19121,MISCELLANEOUS STORE RETAILERS,-117.20643,32.729263
19122,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.22957,32.722633
19123,EXAM PREPARATION & TUTORING,-117.19166,32.854694
19124,OFFICES OF DENTISTS,-117.325356,33.182526
19125,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.19144,32.88207
19126,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,-117.07575,33.020355
19127,CHILD DAY CARE SERVICES,-117.02893,32.58525
19128,ALL OTHER SCHOOLS & INSTRUCTION,-117.20104,32.80731
19129,TAXI SERVICE,-117.07348,32.751213
19130,ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,-117.0229,32.72587
19131,ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.273735,33.050346
19132,NUDE ENTERTAINMENT BUSINESS,-117.13824,32.83481
19133,MANAGEMENT CONSULTING SERVICES,-117.0919,32.79177
19134,TAXI SERVICE,-117.16617,32.783802
19135,MASSAGE TECHNICIAN,-117.12686,32.755306
19136,EXAM PREPARATION & TUTORING,-117.094406,33.096268
19137,PET CARE (EXCEPT VETERINARY) SERVICES,-117.17515,32.838764
19138,OTHER DIRECT SELLING ESTABLISHMENTS,-117.02559,32.688904
19139,BEAUTY SHOPS - BOOTH RENTAL,-117.124084,32.91718
19140,"WHOLESALE TRADE, DURABLE GOODS",-117.18886,32.76813
