,Unnamed: 0,BUSINESS ACCT#,DBA NAME,OWNERSHIP TYPE,ACTIVITY DESC,lon,lat
15010,15010,2014020096,HARAR ETHIOPIAN RESTAURANT,SOLE,FOOD SERVICES,-117.09299999999999,32.749542
15011,15011,1988010103,HARBOR CAB,SOLE,all other transit & ground passenger trans,-117.08116000000001,32.946453000000005
15012,15012,1996010788,HARBOR ISLAND FUEL DOCK INC,CORP,gasoline stations,-117.21165,32.724392
15013,15013,1974013688,HARBOR ISLAND SAILING ACD,CORP,TRANSPORTATION,-117.21165,32.724392
15014,15014,1981010586,HARBOR ISLAND WEST MARINA,PARTNR,SCIENCE,-117.21165,32.724392
15015,15015,2015011040,HARBOR MOTORSPORTS LLC,LLC,AUTOMOTIVE,-117.1265,32.804733
15016,15016,2003003497,HARBOR PEST CONTROL,SCORP,exterminating & pest control services,-117.10148999999998,32.78861
15017,15017,1993009557,HARBOR TUG & BARGE,CORP,all other business support services,-117.145424,32.694515
15018,15018,1986010161,HARBOR VIEW POOL & SPA SERVICE,SOLE,janitorial services,-117.24927,32.722992
15019,15019,2016017587,HARBOR VIEW SOLUTIONS INC,SCORP,engineering services,-117.23995,32.721596000000005
15020,15020,2013054708,HARBOR WAY LLC,LLC,ART AND PHOTOGRAPHY,-117.16489399999999,32.820187
15021,15021,2015051234,HARBORSIDE THAI,SOLE,FOOD SERVICES,-117.13276,32.692814
15022,15022,2016010076,HARBORVIEW SENIOR ASSISTED LIVING,LLC,homes for the elderly,-117.16575,32.729890000000005
15023,15023,2014020361,HARBOUR HARDWOOD FLOORS INC,SCORP,CONSTRUCTION,-117.15198500000001,32.890879999999996
15024,15024,2018014702,HARBRIDGE CAPITAL LLC,LLC,office administrative services,-117.05062,32.553191999999996
15025,15025,2012003467,HARCO GROUP INC,CORP,"building, developing & general contracting",-117.34366599999998,34.001236
15027,15027,1991011388,HARD COPY - A MICHAEL BIERLY CO,CORP,SCIENCE,-117.11686,32.81646
15028,15028,2016005589,HARD KNOX FIT,SOLE,all other personal services,-117.14496000000001,32.748676
15029,15029,2004000525,HARD ROCK 4X4 DISMANTLER,SOLE,RETAILERS,-116.997025,32.578503000000005
15030,15030,1994004732,HARDESTY & ASSOCIATES INC,CORP,"building, developing & general contracting",-117.92828,33.636140000000005
15031,15031,2014013845,HARDESTY DRYWALL INC,SCORP,CONSTRUCTION,-116.90908,33.005127
15032,15032,2007014707,HARDESTY ELECTRIC,SOLE,CONSTRUCTION,-117.09388999999999,33.276962
15033,15033,2011034606,HARDWARE CREATIONS,SCORP,other personal services,-117.25426999999999,32.946835
15034,15034,1997001178,HARDWOOD & HARDWARE COMPANY INC THE,CORP,bldg material & garden equip & supp dealers,-117.13748000000001,32.82998
15035,15035,2016010413,HARDWOOD AND HARDWARE CO. LLC THE,LLC,other building material dealers,-117.13748000000001,32.82998
15036,15036,2017017055,HARDWOOD ART CREATIONS,LLC,ART AND PHOTOGRAPHY,-117.22901,32.958427
15037,15037,1984004631,HARDY PROCESS SOLUTIONS,CORP,MANUFACTURING,-117.17416399999999,32.88748
15038,15038,1983009717,HARE ASSOCIATES,SOLE,landscape architectural services,-117.10524,32.763220000000004
15039,15039,2018003074,HAREL CONSTRUCTION SPECIALTIES,SOLE,CONSTRUCTION,-118.623856,34.165863
15040,15040,1985001072,HARGIS & ASSOCIATES INC,CORP,SCIENCE,-117.20728000000001,32.87275
15041,15041,1987000772,HARGREAVES & TAYLOR LLP,PARTNR,LEGAL,-117.15789,32.71782
15042,15042,1993008608,HARLAN LABORATORIES INC,CORP,RETAILERS,-117.16304,32.88508
15043,15043,2004016119,HARLOE PROPERTIES ,PARTNR,PROPERTY SERVICES,-117.10525,32.765679999999996
15044,15044,2004005152,HARLYNNE GEISLER,SOLE,EDUCATION,-117.176445,32.830803
15045,15045,2019004687,HARMAN PROCESS SERVING,SOLE,LEGAL,-117.19131000000002,32.787594
15046,15046,2014006807,HARMONIA HOLDINGS GROUP LLC,LLC,COMPUTERS,-117.21541599999999,32.75778
15047,15047,2015020582,HARMONIC TECHNOLOGY INC,CORP,WHOLESALE,-117.1806,32.88982
15048,15048,2018022739,HARMONIOUS HUMANING LLC,LLC,FITNESS SERVICES,-117.231895,32.75114
15049,15049,2018010674,HARMONIZING QI,SOLE,MASSAGE,-117.1314,32.716892
15050,15050,2001009261,HARMONY ANIMAL HOSPITAL,SOLE,PET SERVICES,-117.14634,32.750076
15051,15051,1997012141,HARMONY N ME,SOLE,ART AND PHOTOGRAPHY,-117.14294,32.744354
15052,15052,2018025221,HARMONY POT STICKER,SOLE,FOOD SERVICES,-117.15268999999999,32.82614
15053,15053,2018024905,"HARNELLI, HARNELLI TOPS, HARNELLY ARTS, HARNELLIS",PARTNR,RETAILERS,-117.05643,32.963
15054,15054,2013061386,HARNEY INVESTMENTS GROUP LLC,LLC,management of companies & enterprises,-117.19516999999999,32.752483000000005
15055,15055,2001010692,HARNEY SUSHI INC,CORP,FOOD SERVICES,-117.19516999999999,32.752483000000005
15057,15057,1996000446,HARO SUPPLY CO,SOLE,WHOLESALE,-117.13103500000001,32.69595
15058,15058,1974012464,HAROLD BLOCK DDS,SOLE,offices of dentists,-117.17901599999999,32.834396000000005
15059,15059,2016015939,HAROLD H HAYNES,SOLE,all other transit & ground passenger trans,-117.12138999999999,32.823963
15060,15060,2019003039,HAROLD WALTER GROENEBOER,SOLE,ART AND PHOTOGRAPHY,-117.07680500000001,32.758796999999994
15061,15061,2013057165,HAROUN IMPORTS,SOLE,swap meet vendor,-117.214676,32.754191999999996
15062,15062,1996010040,HARP HAVEN,SOLE,ART AND PHOTOGRAPHY,-117.19378999999999,32.749159999999996
15063,15063,2015015888,HARPER ALLAN,SOLE,PROPERTY SERVICES,-117.22316000000001,32.860172
15064,15064,1991008760,HARPER CONSTRUCTION CO INC,CORP,"building, developing & general contracting",-117.170876,32.727515999999994
15065,15065,1994007201,HARPER TECHNOLOGIES/THE HARPER GROUP,SOLE,COMPUTERS,-117.102646,32.902429999999995
15066,15066,1997008463,HARPER WORKS LLC,PARTNR,WHOLESALE,-117.113045,32.91383
15067,15067,2016008764,HARPERS MEDIA AND ENTERTAINMENT,SOLE,ART AND PHOTOGRAPHY,-117.22809,32.800540000000005
15068,15068,2006006174,HARPERS PLUMBING,SOLE,CONSTRUCTION,-117.21276999999999,32.746272999999995
15069,15069,2008041631,HARRELL ENTERPRISES INC,CORP,CONSTRUCTION,-117.32721000000001,33.95094
15070,15070,2016007018,HARRELLS LLC,LLC,RETAILERS,-117.22084,33.14521
15071,15071,1987001208,HARRIET F SELDIN DMD,SOLE,offices of dentists,-117.21136000000001,32.809242
15072,15072,1985015434,HARRIET H CARTER ESQ APLC,CORP,LEGAL,-117.10600000000001,32.956947
15074,15074,1983005256,HARRINGTON STUDIO INC,CORP,other specialized design services,-117.16258,32.745132
15075,15075,2013068007,HARRIS COMPANY LLC,LLC,janitorial services,-117.13679499999999,32.903636999999996
15076,15076,1996008212,HARRIS DESIGN GROUP,SOLE,SCIENCE,-117.06896,32.93958
15077,15077,2016000949,HARRIS PERSONAL INJURY LAWYERS INC,CORP,LEGAL,-117.15828,32.7199
15078,15078,1983007461,HARRISON ENTERPRISES LLC,LLC,management consulting services,-117.05257399999999,32.81649
15080,15080,1982000250,HARRISON PHOTOGRAPHIC,SOLE,ART AND PHOTOGRAPHY,-117.17093,32.72704
15081,15081,2019006111,HARRY F HEATH JR,SOLE,ART AND PHOTOGRAPHY,-117.016075,32.7016
15082,15082,1995004169,HARRY MARKOWITZ CO,SOLE,management consulting services,-117.25522,32.809494
15083,15083,2018023100,HARRY S RAPOPORT,SOLE,engineering services,-117.24511000000001,32.79448
15084,15084,1999011673,HARRY'S LAWN CARE & LANDSCAPE MAINTENANCE,SOLE,landscaping services,-117.06857,32.69004
15085,15085,1992008341,HARRY'S MARKET,SOLE,RETAILERS,-117.25195,32.772059999999996
15086,15086,2003006431,HARSCH INVESTMENT PROPERTIES,LLC,PROPERTY SERVICES,-117.216225,32.897137
15087,15087,2018020930,HARSHWAL & COMPANY,SOLE,FINANCE SERVICES,-117.08088000000001,33.01964
15088,15088,2018027784,HART COMMUNICATIONS,SOLE,other personal services,-117.22721999999999,32.918575
15089,15089,2001009303,HART CONSULTING,SOLE,COMPUTERS,-116.81941,33.017227
15090,15090,2017013074,HART MARKETING & BUSINESS DEVELOPMENT,H-W,SCIENCE,-117.04896000000001,32.80045
15091,15091,2000009955,HART OF ASIA MICRO ONLINE SERVICES INC,CORP,SCIENCE,-117.2368,32.96004
15092,15092,1987004352,HART YACHT SERVICES,CORP,SCIENCE,-117.13982,32.741966
15093,15093,2013024817,HARTFORD ENGINEERING,SOLE,engineering services,-117.08308000000001,33.020775
15094,15094,2014029882,HARTLEY ANTIQUES AND COLLECTIBLES,SOLE,RETAILERS,-117.09078999999998,32.822384
15095,15095,2008038180,HARTMARK CABINET DESIGN & MFG INC,CORP,CONSTRUCTION,-117.51385,34.023926
15096,15096,2017006600,HARTSFIELDS AUTO,SOLE,AUTOMOTIVE,-117.14632399999999,32.75055
15097,15097,2000004254,HARTWORKS FLORAL DESIGN,PARTNR,other personal services,-117.22958,32.826846999999994
15098,15098,2017011472,HARUMAMA,CORP,FOOD SERVICES,-117.167755,32.724762
15099,15099,2005014152,HARUMI SAKO,SOLE,ART AND PHOTOGRAPHY,-117.14664499999999,32.733086
15100,15100,2006000074,HARVARD MEDICAL GROUP CORP,CORP,offices of physicians,-117.156204,32.82358
15101,15101,2016017966,HARVEST R & D INC,CORP,consulting services,-117.203476,32.924976
15102,15102,2006003852,HARVEY INC,CORP,CONSTRUCTION,-117.12566000000001,32.82008
15103,15103,1977025692,HARVEY SQUIRE CHRISTENSEN,SOLE,engineering services,-117.21615600000001,32.851326
15104,15104,2013048580,HARWIGS HOT DOGS & MORE,H-W,NON-PROFIT,-117.06341,32.69135
15105,15105,2016014277,HASAN YOUSEFI & SEDIGHEH YOUSEFI,H-W,SCIENCE,-117.22362,32.953156
15106,15106,2016000905,HASEGAWA DESIGN STUDIO/I DETAIL AUTO,SOLE,SCIENCE,-117.23986000000001,32.804970000000004
15107,15107,2005013512,HASEN ENGINEERING & ENVIRONMENTAL CONSULTING,H-W,engineering services,-117.05651,32.921715
15108,15108,2016002998,HASHI CAB,SOLE,TRANSPORTATION,-117.08798,32.750145
15109,15109,2016024503,HASHMATOLLAH MADADKAR,SOLE,other services to buildings & dwellings,-117.17468999999998,32.96808
15110,15110,2006000704,HASHMATULLAH HASSAZDA,SOLE,TRANSPORTATION,-117.03063,32.750813
15111,15111,2017018035,HASHTAGBATH,SOLE,MANUFACTURING,-117.081024,32.76605
15112,15112,2007030037,HASKELL & WHITE LLP,LP,FINANCE SERVICES,-117.20728000000001,32.87275
15113,15113,1990010919,HASKETT & ASSOCIATES,CORP,LEGAL,-117.15828,32.717808000000005
15114,15114,2015012475,HASSAN ABDI ALI,SOLE,TRANSPORTATION,-117.08922,32.73772
15115,15115,2006005876,HASSAN AHMED NUUR,SOLE,TRANSPORTATION,-117.10803,33.013508
15116,15116,1996004570,HASSAN ATAPOUR,SOLE,engineering services,-117.19593,32.752167
15117,15117,2017016524,HASSAN E TALEGHANI,SOLE,TRANSPORTATION,-117.1964,32.746277
15118,15118,2006008110,HASSAN NAZAR,SOLE,TRANSPORTATION,-117.12743999999999,32.796547
15119,15119,2018017092,HASSEN OMER,SOLE,TRANSPORTATION,-117.13757,32.749336
15120,15120,2014027296,HAT FITNESS LLC,LLC,specialized design services,-117.23083500000001,32.955096999999995
15121,15121,2003007520,HAT REALTY INC/ HAT FUNDINGS,CORP,PROPERTY SERVICES,-117.15463000000001,32.92792
15122,15122,2019004774,HATHAWAY PAINTING COMPANY,CORP,CONSTRUCTION,-117.129875,32.966663
15123,15123,2012003468,HATIKVA JUDAICA,SOLE,WHOLESALE,-117.148125,32.894444
15124,15124,2013058481,HATLEY LAW GROUP APC,CORP,LEGAL,-117.23988999999999,32.949596
15125,15125,1991011083,HATS HATS AND MORE HATS,SOLE,CLOTHING,-117.07483,32.731625
15126,15126,2016009525,HATTIE MOUZES,SOLE,ART AND PHOTOGRAPHY,-117.20293000000001,32.747679999999995
15127,15127,2007029855,HAUCK ARCHITECTURE,SOLE,architectural services,-117.12698999999999,32.807342999999996
15128,15128,2006005060,HAUGEN PLUMBING INC,CORP,CONSTRUCTION,-117.3509,33.1583
15129,15129,1993002526,HAUL 4 U,SOLE,janitorial services,-117.0973,32.688046
15130,15130,2012053501,HAULAWAY STORAGE CONTAINERS INC,SCORP,PROPERTY SERVICES,-118.00165,33.79932
15131,15131,2016016086,HAULING DEMO ETC,SOLE,all other personal services,-117.13876,32.710545
15132,15132,2018004658,HAUS OF HARE,SOLE,beauty salons,-117.24881,32.74159
15133,15133,2018027976,HAUS OF IMPROV,SOLE,EDUCATION,-117.17491000000001,32.74707
15134,15134,1974004056,HAUSER DESIGNS UNLIMITED HAUSER PATIO,CORP,FURNITURE,-117.20127,32.76954
15135,15135,1997003511,HAUSER ENTERPRISES,SOLE,management consulting services,-117.1265,32.8044
15136,15136,2014021190,HAUTE HAIR BY MISSY,SOLE,PROPERTY SERVICES,-117.19691499999999,32.765358
15137,15137,2015037151,HAUTE SPA,CORP,beauty salons,-117.23006000000001,32.72202
15138,15138,2006013897,HAVE WASH WILL TRAVEL,SCORP,other personal services,-117.26765,33.209216999999995
15139,15139,2015046471,HAVEN,SOLE,RETAILERS,-117.13985,32.717896
15140,15140,2017001446,HAVEN HOMES,CORP,rooming & boarding houses,-117.070885,32.68071
15141,15141,2007022846,HAVENS THOMPSON PARTNERSHIP,PARTNR,PROPERTY SERVICES,-117.09956000000001,32.7923
15142,15142,2007003398,HAWAII KAI CORPORATION,CORP,electronic shopping & mail-order houses,-117.20268,32.90155
15143,15143,2006012548,HAWAII PACIFIC INTERNATIONAL,CORP,WHOLESALE,-122.40256000000001,37.76985
15144,15144,2000012573,HAWAIIAN ART ENTERPRISES,SOLE,RETAILERS,-117.02837,32.684017
15145,15145,2018016987,HAWK CONSULTANTS,SOLE,consulting services,-117.07493600000001,32.757275
15146,15146,2012025760,HAWK CRATES,SOLE,other direct selling establishments,-116.76406000000001,32.62145
15147,15147,2014033884,HAWK EDUCATIONAL SOLUTIONS,SOLE,EDUCATION,-117.136375,32.76337
15149,15149,2001011615,HAWKEYE BUILDERS,SOLE,CONSTRUCTION,-117.1061,33.178913
15150,15150,2016017572,HAWKEYE COMMUNICATIONS LLC,LLC,wireless telecom carriers (exc satellite),-117.13264,33.019062
15151,15151,2004009209,HAWKINS CONSTRUCTION,H-W,"building, developing & general contracting",-117.26272,33.225994
15152,15152,1993002774,HAWKINS PAINTING & WOODWORK,SOLE,janitorial services,-117.09008999999999,32.99155
15153,15153,2017012036,HAWTHORN COFFEE,LLC,FOOD SERVICES,-117.1298,32.762886
15154,15154,1974014275,HAWTHORNE POWER SYSTEMS,CORP,RETAILERS,-117.10053,33.01377
15155,15155,1993011155,HAYAKAWA ART,SOLE,all other business support services,-117.06733999999999,32.905766
15156,15156,2015010805,HAYAT HAYATULLAH,SOLE,all other personal services,-117.142044,32.804905
15157,15157,2019004905,HAYE YUKIO PHOTOGRAPHY,SOLE,ART AND PHOTOGRAPHY,-117.3092,33.255302
15158,15158,2016003323,HAYES & ORTEGA LLP,LP,LEGAL,-117.11922,32.809353
15159,15159,1976023832,HAYES BOLT & SUPPLY,CORP,WHOLESALE,-117.130554,32.69595
15160,15160,2013054958,HAYES ENGINEERING,SOLE,engineering services,-117.23747,32.736446
15161,15161,1993000696,HAYES ENTERPRISES,SOLE,SCIENCE,-117.1654,32.816124
15162,15162,2015019935,HAYES GROUP INTERNATIONAL,LLC,other business support services,-117.18335,32.698902000000004
15163,15163,2018000411,HAYES ORTEGA AND SANCHEZ LLP,LP,LEGAL,-117.1192,32.809357
15164,15164,2015046214,HAYFA S NOMAN,SOLE,PROPERTY SERVICES,-117.10243,32.690994
15165,15165,2014023297,HAYLEES INDEPENDENT LEAVING,H-W,other residential care facilities,-117.03023999999999,32.699352000000005
15166,15166,1995002597,HAYNACH MUSIC,SOLE,ART AND PHOTOGRAPHY,-117.08135,32.83313
15167,15167,2016006177,HAYNES BUILDING SERVICE LLC,LLC,janitorial services,-117.15203999999999,32.890879999999996
15168,15168,1996001922,HAYNES POOL SERVICE,SOLE,SCIENCE,-117.21758999999999,32.830883
15169,15169,2010007302,HAYNIE LAW GROUP,SCORP,LEGAL,-117.07441000000001,33.024334
15170,15170,2009001099,HAYUTIN MUSIC STUDIO,SOLE,office administrative services,-117.2224,32.94777
15171,15171,2010011085,HAZAN MANAGEMENT,SOLE,PROPERTY SERVICES,-117.126526,32.725770000000004
15172,15172,1995005760,HAZARD CENTER AUTO MART,CORP,gasoline stations,-117.15746999999999,32.77258
15173,15173,1998008961,HAZARD CONSTRUCTION COMPANY,CORP,CONSTRUCTION,-117.17746000000001,32.880115999999994
15174,15174,2016008364,HAZE COLLECTIONS,SOLE,other direct selling establishments,-117.10643,32.769756
15175,15175,2019005470,HAZEE LLC,LLC,RETAILERS,-117.16171999999999,32.90685
15176,15176,2005011470,HAZELWOODS GIFTS 113,CORP,CLOTHING,-117.24153999999999,32.896233
15177,15177,1999002308,HAZY MEADOW INC,CORP,other personal services,-116.85470600000001,32.883520000000004
15178,15178,2004017132,HB & E AIRCRAFT,SOLE,information,-117.23588000000001,32.780006
15179,15179,1995006198,HB SERVICES,SOLE,COMPUTERS,-117.162636,32.908134000000004
15180,15180,2017002875,HB STAFFING,CORP,employment services,-117.12023,32.806515000000005
15181,15181,1990012325,HBC INTERNATIONAL,CORP,management consulting services,-117.23121,32.929966
15182,15182,2018001940,HCAP PARTNERS LLC,LLC,management of companies & enterprises,-117.22546399999999,32.868355
15183,15183,2000004469,HCI INC,CORP,CONSTRUCTION,-117.14058,32.838062
15185,15185,2015039901,HD BIOSCIENCES INC,CORP,SCIENCE,-117.18473999999999,32.888554
15186,15186,2017000943,HD CONSULTING,SOLE,consulting services,-117.12973000000001,33.025574
15187,15187,2018012110,HD CREATIONS,SOLE,RETAILERS,-116.99288999999999,32.84733
15188,15188,2011004049,HD HOOKUPS,SCORP,CONSTRUCTION,-117.22057,32.819140000000004
15189,15189,2008009493,HD SUPPLY FACILITIES MAINTENANCE LTD #2600,PARTNR,WHOLESALE,-117.0818,32.80461
15190,15190,2007000206,HD SUPPLY WHITE CAP CONSTRUCTION,PARTNR,building material & supplies dealers,-117.15655,32.834736
15191,15191,1994008613,HDR ARCHITECTURE INC,CORP,"architectural, engineering & related services",-117.14043999999998,32.820232
15192,15192,2017004954,HE FADES SHE COLORS,PARTNR,beauty salons,-117.15704,32.712593
15193,15193,1993004928,HE'S THE POOLMAN,SOLE,SCIENCE,-117.11721999999999,32.77002
15194,15194,1992005207,HEAD OVER HEELS SALON,SOLE,beauty salons,-117.2166,32.85183
15195,15195,2019000070,HEADER SEAFOOD COMPANY,SOLE,FOOD SUPPLIER,-117.13911,32.933754
15196,15196,2015033176,HEADQUARTERS FOR HAIR,SOLE,beauty salons,-117.08055,32.80607
15197,15197,1992009872,HEADS UP KITES,PARTNR,MANUFACTURING,-117.24923000000001,32.739746000000004
15198,15198,2004001727,HEALEY CUSTOM CONSTRUCTION INC,SCORP,CONSTRUCTION,-117.23122,32.824909999999996
15199,15199,1980061677,HEALII'S POLYNESIAN REVUE,SOLE,SCIENCE,-117.150925,32.83466
15200,15200,2006010871,HEALING ARTS MASSAGE &  WELLNESS CENTER,SCORP,MASSAGE,-117.251686,32.7974
15201,15201,2017011821,HEALING ARTS STUDIO,SOLE,MASSAGE,-117.158424,32.773415
15202,15202,2005010847,HEALING HANDS CANINE MASSAGE,SOLE,PET SERVICES,-117.05656,32.808563
15203,15203,2015043147,HEALING HANDS VETERINARY CARE,CORP,PET SERVICES,-117.23163999999998,32.73337
15204,15204,2019000474,HEALING JOURNEY ACUPUNCTURE,SOLE,HEALTH SERVICES,-117.13638,32.762363
15205,15205,2002004001,HEALING NATURAL OILS LLC,CORP,HEALTH SERVICES,-117.23208000000001,32.937702
15206,15206,2015033250,HEALING PATH BY ELHAM BAGHERI,SOLE,HEALTH SERVICES,-117.05921000000001,33.001373
15207,15207,2007026589,HEALING TOUCH BY SUZANNE,SOLE,HEALTH SERVICES,-117.15881999999999,32.942127
15208,15208,2014008072,HEALING WITH GRACE,SOLE,HEALTH SERVICES,-117.14634,32.750507
15209,15209,2018008151,HEALTH AND VITALITY,SOLE,social assistance,-117.191124,32.8485
15210,15210,1995006044,HEALTH ARROW,SOLE,HEALTH SERVICES,-117.124176,32.83443
15211,15211,2015012276,HEALTH CARE BUSINESS CONSULTANTS/CHILD CARE,SOLE,"management, sci & tech consulting services",-117.14005,32.94481
15212,15212,2012036900,HEALTH DATA CONSULTING INC.,SCORP,management consulting services,-117.08636499999999,32.571327000000004
15213,15213,2007014258,HEALTH E STAGES INC,SCORP,HEALTH SERVICES,-117.017075,32.792396999999994
15214,15214,2017013177,HEALTH EQUITY RESEARCH AND EVALUATION,SOLE,SCIENCE,-117.12953,32.809036
15215,15215,2017013012,HEALTH IN MOTION CHIROPRACTIC,SOLE,offices of chiropractors,-117.07798000000001,33.01569
15216,15216,2014027423,HEALTH INNOVATION PARTNERS LLC,LLC,consulting services,-117.22334,32.925804
15217,15217,2018011987,HEALTH NATURALLY,SOLE,MASSAGE,-117.23013999999999,32.723503
15218,15218,1994003517,HEALTH PROFESSIONALS INSURANCE SERVICES INC,CORP,INSURANCE,-117.18621999999999,32.855292999999996
15219,15219,2003006963,HEALTH SAFETY & TRAINING SOLUTIONS,SOLE,SCIENCE,-117.0598,33.029976
15221,15221,2017010324,HEALTH SHIELD HOME HEALTH SERVICES,SCORP,HEALTH SERVICES,-117.11686,32.81646
15222,15222,2017018823,HEALTH THERAPY SPA,SOLE,MASSAGE,-117.15324,32.83018
15223,15223,1998013599,HEALTH VIBES,SOLE,offices of chiropractors,-117.13181000000002,32.757275
15224,15224,2006004191,HEALTHCARE CREDIT DATA LLC,LLC,all other business support services,-117.22546399999999,32.868355
15225,15225,2012034724,HEALTHCARE FINANCE PARTNERS CORP,CORP,PROPERTY SERVICES,-117.18181000000001,32.743965
15226,15226,2014039831,HEALTHIER IS WEALTHIER & ASSOC,SOLE,HEALTH SERVICES,-117.16655,32.72336
15227,15227,2018027940,HEALTHIER LIFE THERAPY,SOLE,consulting services,-117.11246000000001,32.898716
15228,15228,2016001828,HEALTHMARKETS INSURANCE AGENCY,CORP,INSURANCE,-117.182014,32.890440000000005
15229,15229,2017012709,HEALTHSOURCE GLOBAL STAFFING INC,CORP,temporary help services,-117.24047,32.949062
15230,15230,1997009597,HEALTHY & HAPPY,SOLE,other personal services,-117.1183,32.76573
15231,15231,2007028242,HEALTHY ADVENTURES FOUNDATION,CORP,NON-PROFIT,-117.07627,33.121235
15232,15232,2017015347,HEALTHY ATTITUDE,SOLE,other personal services,-117.13278999999999,32.777653
15233,15233,2019004257,HEALTHY EATING RD INC,CORP,consulting services,-117.07674399999999,33.019974
15234,15234,2019001553,HEALTHY FAMILY CONNECTIONS SAN DIEGO,SOLE,individual & family services,-117.1158,32.771687
15235,15235,2019005004,HEALTHY FOOT CARE SPA,SOLE,MASSAGE,-117.04878000000001,32.76866
15236,15236,2003021188,HEALTHY HOME CUISINE,SOLE,FOOD SERVICES,-117.19453999999999,32.82432
15237,15237,2012008997,HEALTHY HORIZONS THERAPY SERVICES,SOLE,offices of pt/ot/speech therapy & audiology,-117.15683,32.790596
15238,15238,2015004245,HEALTHY LIVING CHIROPRACTIC,SOLE,offices of chiropractors,-117.07563,33.02037
15239,15239,2015004240,HEALTHY LIVING CHIROPRACTIC,SOLE,offices of chiropractors,-117.07563,33.02037
15240,15240,2006005871,HEALTHY LIVING PRODUCTS,SOLE,SCIENCE,-117.17043999999999,32.738296999999996
15241,15241,2018022576,HEALTHY MINDS COUNSELING SERVICES,SOLE,SCIENCE,-117.15668000000001,32.77089
15242,15242,2012014115,HEALTHY TO GO VENDING,PARTNR,NON-PROFIT,-117.09988,32.779896
15243,15243,1991010649,HEALTHY TOUCH,SOLE,HEALTH SERVICES,-117.16547,32.815709999999996
15244,15244,2001011501,HEALTHY WATER,SOLE,RETAILERS,-117.11314399999999,32.960815000000004
15245,15245,1999001334,HEALTHY WITHIN INC,CORP,HEALTH SERVICES,-117.19653999999998,32.89195
15246,15246,2003010299,HEANG YEAK HONG,SOLE,RETAILERS,-117.07943999999999,32.74926
15247,15247,2015018432,HEAR USA,LLC,REPAIR SERVICES,-117.20693,32.86915
15248,15248,2007029820,HEARING & BALANCE CENTER,CORP,HEALTH SERVICES,-117.15438999999999,32.800259999999994
15249,15249,2017011880,HEARING AID CENTER INSIDE CVS PHARMACY 25524,LLC,HEALTH SERVICES,-117.237404,32.800556
15250,15250,1974012620,HEARING AID CENTER-NORTH PARK,CORP,RETAILERS,-117.13016,32.749443
15251,15251,1982007845,HEART BUSINESS FORMS,CORP,RETAILERS,-117.220375,33.334793
15252,15252,2015018905,HEART BY CC,SOLE,ART AND PHOTOGRAPHY,-117.07626,32.79489
15253,15253,2017016954,HEART HOMECARE LLC,LLC,HEALTH SERVICES,-117.15228,32.834457
15254,15254,2019002365,HEART WRITING & TUTORING SERVICES,SOLE,EDUCATION,-117.10713999999999,32.755154
15255,15255,2009022091,HEARTLAND ACOUSTICS & INTERIORS OF CALIFORNIA INC,CORP,CONSTRUCTION,-117.238,33.130386
15256,15256,2018018056,HEARTLAND HOUSE,CORP,other individual & family services,-117.07027,32.744186
15257,15257,2004003134,HEARTLIGHT PHOTOGRAPHY,SOLE,ART AND PHOTOGRAPHY,-117.1841,32.755642
15258,15258,2006001366,HEARTS PEST MANAGEMENT INC,CORP,exterminating & pest control services,-117.08766999999999,33.024563
15259,15259,2003006040,HEARTSONG MEMORY BEADS,SOLE,ART AND PHOTOGRAPHY,-117.11693600000001,32.97335
15260,15260,2015041454,HEARTWOOD CONSTRUCTION INC,CORP,CONSTRUCTION,-117.22259,33.049053
15261,15261,1983009842,HEASLETT SALES INC,CORP,SCIENCE,-117.1659,32.883244
15262,15262,2014016659,HEATH GALLERY,CORP,ART AND PHOTOGRAPHY,-116.54508,33.82675
15263,15263,2004003252,HEATHER A SAVANT,SOLE,PROPERTY SERVICES,-117.16848,32.76125
15264,15264,2018026704,HEATHER A TESIERO,SOLE,"management, sci & tech consulting services",-117.08686000000002,33.009167
15265,15265,2016005454,HEATHER C STEINMAN,SOLE,ART AND PHOTOGRAPHY,-117.08541000000001,33.17131
15266,15266,2016011518,HEATHER ERICKSON,SOLE,other personal services,-117.21673999999999,32.73431
15267,15267,2016001611,HEATHER JOHNSON,SOLE,HEALTH SERVICES,-117.11539499999999,32.90343
15268,15268,2019007632,HEATHER K WENGER,SOLE,nude entertainment business,-117.136505,32.89332
15269,15269,2018007805,HEATHER L GRAY,SOLE,EDUCATION,-117.08258000000001,32.80045
15270,15270,2005011594,HEATHER MCCRACKEN COHEN MPH RD & RONALD S COHEN,H-W,other personal care services,-117.22793999999999,32.920742
15271,15271,2018011135,HEATHER SMITH,SOLE,FITNESS SERVICES,-117.09441000000001,32.738792
15272,15272,2015039492,HEATHER STANTS YOGA,SOLE,EDUCATION,-117.10378,32.73608
15273,15273,2014003476,HEATHER WRIGHT PET SITTING,SOLE,PET SERVICES,-117.120544,32.74089
15274,15274,2014020444,HEATHER YELLEN,SOLE,RETAILERS,-117.02214,32.580605
15275,15275,1995006311,HEATON ENTERPRISE,SOLE,RETAILERS,-117.18751499999999,32.82547
15276,15276,1999003318,HEATON MASONRY,SOLE,CONSTRUCTION,-117.10788000000001,33.182037
